Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
2019 MAR - 2019 AUG,22070,IAN MOSEY LIMITED,01441284,True,19.0,85.0,14.0,1.0,52.0,19.0,,60.0,False,,False,False,True,False,False
2019 MAR - 2019 AUG,22073,IAN MOSEY (LIVESTOCK) LIMITED,06833157,True,17.0,92.0,7.0,1.0,52.0,23.0,,90.0,False,,False,False,True,False,False
2019 MAR - 2019 AUG,22114,LIDL GREAT BRITAIN LIMITED,02816429,True,47.0,24.0,62.0,14.0,6.0,14.0,60.0,170.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,22115,LIDL U.K. GMBH,BR002417,False,,,,,0.0,14.0,30.0,30.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,22043,THE SOUTH YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED,08802527,True,18.0,17.0,77.0,6.0,16.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22042,THE NORTHUMBRIA COMMUNITY REHABILITATION COMPANY LIMITED,08802519,True,24.0,14.0,73.0,13.0,24.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22039,SODEXO LIMITED,00842846,True,58.0,16.0,34.0,50.0,8.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22035,TENNENT CALEDONIAN BREWERIES UK LIMITED,SC362352,True,65.0,12.0,42.0,46.0,32.0,1.0,120.0,120.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,22046,THE NORFOLK AND SUFFOLK COMMUNITY REHABILITATION COMPANY LIMITED,08802548,True,20.0,14.0,77.0,9.0,23.0,0.0,90.0,90.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,22120,SODEXO GLOBAL SERVICES UK LIMITED,08146193,True,26.0,22.0,74.0,4.0,30.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22121,TILLERY VALLEY FOODS LIMITED,02065462,True,18.0,32.0,65.0,3.0,13.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22024,ACCENTURE (UK) LIMITED,04757301,True,27.0,61.0,38.0,1.0,13.0,0.0,60.0,60.0,False,,True,True,True,False,False
2019 MAR - 2019 AUG,21996,REACH2 ACADEMY TRUST,08452281,True,28.0,74.0,19.0,7.0,26.0,30.0,,3.0,False,,False,False,True,False,False
2019 MAR - 2019 AUG,21860,VALLEY INVICTA ACADEMIES TRUST,07559256,True,34.0,69.0,22.0,9.0,44.0,30.0,,60.0,False,,False,False,True,False,False
2019 MAR - 2019 AUG,21840,R.TWINING AND COMPANY LIMITED,00525071,True,31.0,57.0,34.0,9.0,36.0,60.0,,90.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,21784,AVANADE UK LIMITED,04042711,True,21.0,89.0,9.0,2.0,22.0,30.0,60.0,60.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,21747,THE BROOKE WESTON TRUST,02400784,True,35.0,69.0,23.0,8.0,40.0,30.0,40.0,40.0,False,,False,True,True,True,False
2019 MAR - 2019 AUG,22368,EDINBURGH WOOLLEN MILL LIMITED (THE),SC024081,True,58.0,17.0,47.0,36.0,18.0,68.0,130.0,130.0,False,,False,False,True,False,False
2019 MAR - 2019 AUG,22030,MAGNERS GB LIMITED,07063165,True,84.0,14.0,35.0,51.0,56.0,1.0,120.0,120.0,False,,False,True,True,False,False
2019 MAR - 2019 AUG,22045,"THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPANY LIMITED",08802546,True,22.0,13.0,76.0,11.0,22.0,0.0,90.0,90.0,True,False,False,True,True,False,False
2019 MAR - 2019 AUG,22189,J.D. WILLIAMS & COMPANY LIMITED,00178367,True,66.0,17.0,48.0,35.0,61.0,0.0,60.0,60.0,False,,False,False,True,False,False
2019 MAR - 2019 SEP,22341,ARGOS LIMITED,01081551,True,73.0,3.0,22.0,75.0,13.0,7.0,90.0,90.0,False,,True,True,True,False,False
2019 MAR - 2019 AUG,21660,BRITISH SUGAR PLC,00315158,True,41.0,43.0,32.0,25.0,9.0,60.0,,90.0,False,,True,False,True,False,False
2019 MAR - 2019 SEP,23645,GLEN DIMPLEX HOME APPLIANCES LIMITED,02692306,True,43.0,34.0,20.0,45.0,83.0,61.0,,121.0,False,,False,False,True,False,False
2019 MAR - 2019 SEP,23649,MORPHY RICHARDS LIMITED,00644702,True,34.0,49.0,41.0,10.0,75.0,30.0,,92.0,False,,False,False,True,False,False
2019 MAR - 2019 SEP,22725,ICELAND FOODS LIMITED,01107406,True,49.0,26.0,36.0,38.0,2.0,14.0,90.0,90.0,False,,False,True,True,False,False
2019 MAR - 2019 SEP,22699,MARKS AND SPENCER P.L.C.,00214436,True,30.0,60.0,31.0,9.0,1.0,19.0,75.0,75.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38713,LONDON BUS SERVICES LIMITED,03914787,True,1.0,98.0,1.0,1.0,28.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,23660,PILKINGTON GROUP LIMITED,00041495,True,43.0,35.0,46.0,20.0,53.0,60.0,,80.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23730,WARBURTONS LIMITED,00178711,True,53.0,7.0,52.0,41.0,75.0,60.0,,75.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23740,"CHARLES WELLS,LIMITED",00106884,True,46.0,34.0,49.0,17.0,64.0,30.0,75.0,75.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,31539,LATHAMS LIMITED,00967247,True,38.0,38.0,49.0,13.0,18.0,14.0,60.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23799,SIEMENS GAMESA RENEWABLE ENERGY LIMITED,10253129,True,45.0,45.0,23.0,32.0,34.0,60.0,120.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23805,NISSAN MOTOR MANUFACTURING (UK) LIMITED,01806912,True,52.0,9.0,76.0,14.0,14.0,15.0,63.0,63.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23813,DWF LLP,OC328794,True,30.0,58.0,36.0,6.0,42.0,30.0,,30.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,27912,CLARIOS UK LIMITED,00982901,True,44.0,2.0,85.0,13.0,3.0,0.0,90.0,90.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23991,SPECTRUM BRANDS (UK) LIMITED,02394603,True,59.0,29.0,32.0,39.0,50.0,60.0,90.0,120.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,38724,LUL NOMINEE BCV LIMITED,06221959,True,16.0,97.0,2.0,1.0,6.0,1.0,,50.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38722,TUBE LINES LIMITED,03923425,True,32.0,90.0,4.0,6.0,10.0,10.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,24468,RAIZEN TRADING LLP,OC364546,True,30.0,60.0,30.0,10.0,1.0,5.0,90.0,90.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,38721,TRANSPORT TRADING LIMITED,03914810,True,13.0,98.0,1.0,1.0,21.0,30.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,24720,ADIENT SEATING UK LTD,00443687,True,58.0,20.0,36.0,44.0,28.0,77.0,120.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,38720,LUL NOMINEE SSL LIMITED,06242508,True,18.0,97.0,2.0,1.0,5.0,1.0,,50.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38719,RAIL FOR LONDON (INFRASTRUCTURE) LIMITED,09366341,True,19.0,99.0,1.0,0.0,9.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38717,LONDON UNDERGROUND LIMITED,01900907,True,17.0,97.0,2.0,1.0,5.0,1.0,,50.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38716,LONDON TRANSPORT MUSEUM (TRADING) LIMITED,06527755,True,11.0,96.0,3.0,1.0,20.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38715,LONDON TRANSPORT MUSEUM LIMITED,06495761,True,18.0,95.0,2.0,3.0,13.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38704,LONDON DIAL-A-RIDE LIMITED,02602192,True,14.0,98.0,1.0,1.0,7.0,1.0,30.0,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38707,DOCKLANDS LIGHT RAILWAY LIMITED,02052677,True,13.0,96.0,3.0,1.0,11.0,1.0,50.0,50.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38723,VICTORIA COACH STATION LIMITED,00205610,True,13.0,99.0,1.0,0.0,6.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,38714,LONDON RIVER SERVICES LIMITED,03485723,True,17.0,97.0,2.0,1.0,9.0,1.0,,30.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,23929,ARAMARK LIMITED,00983951,True,45.0,20.0,63.0,17.0,31.0,0.0,,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23642,PILKINGTON TECHNOLOGY MANAGEMENT LIMITED,SC038385,True,49.0,17.0,62.0,21.0,32.0,60.0,,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23174,ROYAL MAIL GROUP LIMITED,04138203,True,46.0,28.0,50.0,22.0,16.0,3.0,60.0,60.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23172,BRITVIC SOFT DRINKS LIMITED,00517211,True,73.0,10.0,20.0,70.0,26.0,75.0,105.0,105.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23643,COMPASS CONTRACT SERVICES (U.K.) LIMITED,02114954,True,46.0,28.0,56.0,16.0,2.0,60.0,,90.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,23144,SIEMENS HEALTHCARE DIAGNOSTICS MANUFACTURING LTD,01915763,True,42.0,45.0,33.0,23.0,19.0,30.0,90.0,90.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,23137,SIEMENS HEALTHCARE DIAGNOSTICS LTD,03050664,True,36.0,37.0,61.0,2.0,24.0,60.0,90.0,90.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23131,MAGNOX LIMITED,02264251,True,27.0,79.0,18.0,3.0,25.0,0.0,60.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23099,VODAFONE GROUP SERVICES LIMITED,03802001,True,54.0,43.0,16.0,41.0,6.0,30.0,120.0,150.0,True,False,False,True,True,False,False
2019 APR - 2019 SEP,23045,CORNERSTONE TELECOMMUNICATIONS INFRASTRUCTURE LIMITED,08087551,True,48.0,45.0,45.0,10.0,2.0,30.0,90.0,90.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23044,INDUSTRIAL TURBINE COMPANY (UK) LIMITED,09003402,True,37.0,47.0,18.0,35.0,33.0,0.0,90.0,90.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,23037,POLYCO HEALTHLINE LIMITED,09943100,True,37.0,37.0,52.0,11.0,16.0,60.0,65.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23007,BT MANAGED SERVICES LIMITED,06423121,True,62.0,2.0,40.0,58.0,4.0,42.0,60.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22998,PLUSNET PLC,03279013,True,52.0,6.0,64.0,30.0,13.0,42.0,60.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22996,EE LIMITED,02382161,True,65.0,24.0,25.0,51.0,4.0,90.0,180.0,180.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22993,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,01800000,True,53.0,8.0,51.0,41.0,7.0,42.0,60.0,120.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,22957,SIEMENS HEALTHCARE LIMITED,09567186,True,49.0,34.0,41.0,25.0,25.0,60.0,120.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22873,BRITISH HEART FOUNDATION,00699547,True,24.0,82.0,9.0,9.0,18.0,18.0,30.0,30.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,22847,SIEMENS TRANSMISSION AND DISTRIBUTION LIMITED,00631825,True,39.0,52.0,21.0,27.0,21.0,30.0,120.0,120.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,22389,"PRIMETALS TECHNOLOGIES, LIMITED",09155890,True,43.0,41.0,45.0,13.0,89.0,0.0,60.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,22420,BRISTOL WATER PLC,02662226,True,37.0,67.0,25.0,8.0,38.0,0.0,60.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,22329,F M CONWAY LIMITED,00706445,True,35.0,47.0,39.0,14.0,40.0,7.0,91.0,91.0,False,,True,False,True,False,False
2019 APR - 2019 SEP,22424,SOLAR CENTURY HOLDINGS LIMITED,03570325,True,57.0,13.0,65.0,22.0,40.0,30.0,90.0,90.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22472,GEOFFREY OSBORNE LIMITED,00873093,True,30.0,63.0,32.0,5.0,26.0,7.0,60.0,60.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,22473,OSBORNE PROPERTY SERVICES LIMITED,05756266,True,14.0,84.0,15.0,1.0,8.0,7.0,60.0,60.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23188,PETROLEUM EXPERTS LIMITED,SC126553,True,18.0,90.0,9.0,1.0,10.0,1.0,,60.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22579,NGF EUROPE LIMITED,02586467,True,36.0,50.0,31.0,19.0,51.0,60.0,,90.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,22679,ELECTRIUM SALES LIMITED,02226729,True,41.0,39.0,30.0,31.0,18.0,60.0,120.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22718,BABCOCK MISSION CRITICAL SERVICES ONSHORE LIMITED,03776034,True,18.0,86.0,12.0,1.0,13.0,14.0,60.0,60.0,False,,True,False,True,False,False
2019 APR - 2019 SEP,22732,DIAMOND LIGHT SOURCE LIMITED,04375679,True,34.0,78.0,15.0,8.0,23.0,30.0,,30.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,22759,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS LTD,02005794,True,35.0,52.0,37.0,11.0,30.0,60.0,90.0,90.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22842,PILKINGTON AUTOMOTIVE LIMITED,02803344,True,54.0,34.0,55.0,10.0,17.0,60.0,,170.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22844,PILKINGTON UNITED KINGDOM LIMITED,01417048,True,41.0,15.0,55.0,30.0,48.0,60.0,,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22630,SIMCO LIMITED,04432262,True,9.0,95.0,5.0,0.0,5.0,0.0,30.0,30.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23200,HITACHI RAIL LIMITED,05598549,True,149.0,15.0,27.0,58.0,30.0,0.0,360.0,360.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23160,VODAFONE SALES & SERVICES LIMITED,06844137,True,49.0,47.0,23.0,30.0,10.0,30.0,120.0,155.0,True,False,False,True,True,False,False
2019 APR - 2019 SEP,23459,TALKTALK COMMUNICATIONS LIMITED,03849133,True,55.0,40.0,29.0,31.0,35.0,90.0,,300.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23404,VODAFONE LIMITED,01471587,True,71.0,31.0,22.0,47.0,7.0,30.0,115.0,275.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,23400,TYCO ELECTRONICS UK LTD,00550926,True,53.0,24.0,33.0,43.0,11.0,15.0,90.0,120.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,23378,SIEMENS PUBLIC LIMITED COMPANY,00727817,True,26.0,68.0,11.0,21.0,19.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,23436,VODAFONE GLOBAL ENTERPRISE LIMITED,02844851,True,58.0,26.0,50.0,24.0,5.0,30.0,115.0,275.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23368,ANGLIAN WATER SERVICES LIMITED,02366656,True,36.0,36.0,62.0,3.0,6.0,14.0,60.0,60.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23364,SIEMENS FINANCIAL SERVICES LIMITED,00646166,True,15.0,95.0,5.0,0.0,25.0,0.0,30.0,30.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23358,SIEMENS INDUSTRIAL TURBOMACHINERY LIMITED,04729734,True,44.0,33.0,27.0,40.0,21.0,60.0,90.0,90.0,True,True,False,True,True,False,False
2019 APR - 2019 SEP,23239,ASSOCIATED NEWSPAPERS LIMITED,00084121,True,25.0,92.0,6.0,2.0,17.0,30.0,61.0,61.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23499,COMPASS CONTRACT SERVICES (U.K.) LIMITED,02114954,True,46.0,28.0,56.0,16.0,6.0,60.0,,90.0,False,,True,True,True,False,False
2019 APR - 2019 SEP,23418,SIEMENS MOBILITY LIMITED,00016033,True,51.0,26.0,32.0,42.0,26.0,60.0,120.0,120.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,22214,FUJITSU SERVICES LIMITED,00096056,True,51.0,25.0,59.0,16.0,22.0,60.0,90.0,90.0,False,,True,False,True,False,False
2019 APR - 2019 SEP,23205,RS COMPONENTS LIMITED,01002091,True,57.0,20.0,42.0,38.0,25.0,60.0,,180.0,False,,False,True,True,False,False
2019 APR - 2019 SEP,23622,TAMDOWN GROUP LIMITED,01268060,True,64.0,6.0,42.0,52.0,21.0,7.0,106.0,106.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23634,MITIE TECHNICAL FACILITIES MANAGEMENT LIMITED,00906936,True,65.0,21.0,29.0,50.0,43.0,60.0,,65.0,False,,False,False,True,False,False
2019 APR - 2019 SEP,23547,J. CHOO LIMITED,03185783,True,50.0,73.0,15.0,12.0,71.0,7.0,90.0,90.0,False,,False,False,True,False,False
2019 MAY - 2019 OCT,24193,DS SMITH PLC,01377658,True,91.0,20.0,23.0,57.0,26.0,90.0,,124.0,False,,False,True,True,False,False
2019 MAY - 2019 OCT,24650,C.J. LANG & SON LIMITED,SC017664,True,25.0,65.0,31.0,4.0,42.0,7.0,,328.0,False,,False,True,True,False,False
2019 MAY - 2019 OCT,24173,ELEKTA LIMITED,03244454,True,59.0,20.0,44.0,35.0,30.0,1.0,110.0,110.0,False,,False,False,True,False,False
2019 MAY - 2019 OCT,24630,HEWLETT - PACKARD LIMITED,00690597,True,60.0,26.0,46.0,28.0,26.0,0.0,65.0,65.0,False,,True,True,True,False,False
2019 MAY - 2019 OCT,24190,DS SMITH PAPER LIMITED,00058614,True,94.0,8.0,12.0,80.0,11.0,90.0,,106.0,False,,False,True,True,False,False
2019 MAY - 2019 OCT,24194,TRM PACKAGING LIMITED,04256359,True,94.0,13.0,25.0,62.0,30.0,90.0,,90.0,False,,False,True,True,False,False
2019 MAY - 2019 OCT,24346,HEWLETT-PACKARD CDS LIMITED,03032971,True,48.0,21.0,52.0,27.0,11.0,0.0,65.0,65.0,False,,True,True,True,False,False
2019 MAY - 2019 OCT,23820,SCIMITAR CARE HOTELS PLC,01383875,True,30.0,100.0,0.0,0.0,0.0,7.0,30.0,30.0,False,,False,False,True,False,False
2019 MAY - 2019 OCT,24192,DS SMITH RECYCLING UK LIMITED,00214967,True,73.0,22.0,29.0,49.0,13.0,94.0,,94.0,False,,False,False,True,False,False
2019 MAY - 2019 NOV,29444,GENERAL MILLS UK LIMITED,04633664,True,49.0,34.0,35.0,31.0,51.0,0.0,90.0,90.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,25805,MARSHALLS MONO LIMITED,00509579,True,44.0,30.0,58.0,12.0,19.0,38.0,,90.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,25635,PZ CUSSONS (UK) LIMITED,00748096,True,72.0,11.0,25.0,64.0,24.0,14.0,,180.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24668,PFIZER CONSUMER HEALTHCARE,00132018,True,73.0,1.0,48.0,51.0,0.0,60.0,,90.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24689,NWF FUELS LIMITED,01117133,True,34.0,62.0,32.0,7.0,26.0,30.0,60.0,75.0,False,,False,True,True,False,False
2019 JUN - 2019 SEP,23251,AINSCOUGH CRANE HIRE LTD,03245223,True,48.0,28.0,38.0,35.0,20.0,30.0,90.0,90.0,False,,False,False,True,False,False
2019 JUN - 2019 NOV,24985,OAKHILL GROUP LIMITED,02477044,True,23.0,65.0,33.0,2.0,17.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24984,HARTWELL PLC,00155302,True,23.0,65.0,33.0,2.0,17.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24983,HARTWELL AUTOMOTIVE GROUP LIMITED,00158447,True,23.0,64.0,34.0,2.0,14.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24564,TNT UK LIMITED,01628530,True,50.0,28.0,41.0,31.0,13.0,0.0,90.0,90.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24566,MCCORMICK (UK) LIMITED,SC015262,True,67.0,17.0,32.0,51.0,69.0,30.0,90.0,150.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,24617,WILLIAM DAVIS LIMITED,00468397,True,36.0,47.0,51.0,2.0,10.0,0.0,60.0,60.0,False,,False,False,True,False,False
2019 JUN - 2019 NOV,24667,PFIZER LIMITED,00526209,True,55.0,24.0,43.0,33.0,0.0,60.0,,120.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,25634,PZ CUSSONS (INTERNATIONAL) LIMITED,00706511,True,59.0,41.0,29.0,30.0,52.0,14.0,,180.0,False,,False,True,True,False,False
2019 JUN - 2019 NOV,25632,PZ CUSSONS BEAUTY LLP,OC364213,True,74.0,14.0,27.0,58.0,42.0,14.0,,180.0,False,,False,True,True,True,False
2019 JUN - 2019 NOV,24629,FAT FACE LIMITED,02954734,True,26.0,36.0,22.0,42.0,50.0,0.0,90.0,90.0,False,,False,False,True,False,False
2019 JUN - 2019 NOV,29447,YOPLAIT UK LIMITED,02597128,True,53.0,21.0,45.0,34.0,41.0,0.0,90.0,90.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,26005,H.J. HEINZ MANUFACTURING UK LIMITED,00147624,True,75.0,17.0,20.0,63.0,12.0,97.0,,97.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,26002,H.J. HEINZ FOODS UK LIMITED,08322668,True,60.0,29.0,26.0,45.0,17.0,97.0,,97.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,28735,BLACKWELL UK LIMITED,00796591,True,119.0,8.0,16.0,76.0,52.0,0.0,120.0,180.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,26315,KELLOGG MARKETING AND SALES COMPANY (UK) LIMITED,03237431,True,35.0,37.0,61.0,2.0,0.0,0.0,120.0,120.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,26302,"KELLOGG COMPANY OF GREAT BRITAIN,LIMITED",00199171,True,88.0,17.0,13.0,70.0,2.0,0.0,120.0,120.0,False,,False,True,True,False,False
2019 JUN - 2019 DEC,26144,BAKKAVOR FOODS LIMITED,01060806,True,61.0,12.0,48.0,40.0,68.0,1.0,120.0,120.0,True,True,False,False,True,False,False
2019 JUN - 2019 DEC,25839,WICKES BUILDING SUPPLIES LIMITED,01840419,True,51.0,30.0,30.0,40.0,70.0,30.0,60.0,107.0,False,,False,False,True,False,False
2019 JUN - 2019 DEC,26308,KELLOGG MANAGEMENT SERVICES (EUROPE) LIMITED,03233144,True,52.0,39.0,20.0,41.0,3.0,0.0,120.0,120.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,27978,BRITISH AMERICAN TOBACCO WESTERN EUROPE COMMERCIAL TRADING LIMITED,05203113,True,36.0,39.0,57.0,4.0,7.0,30.0,120.0,120.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28341,ROLLS-ROYCE PLC,01003142,True,70.0,8.0,18.0,74.0,7.0,30.0,,120.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28300,MBDA UK LIMITED,03144919,True,42.0,31.0,64.0,5.0,5.0,30.0,60.0,60.0,False,,True,False,True,False,False
2019 JUL - 2019 DEC,28260,HALLIBURTON MANUFACTURING AND SERVICES LIMITED,00611451,True,24.0,83.0,8.0,9.0,3.0,30.0,60.0,75.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28252,CEND INTERNATIONAL LIMITED,08651475,True,58.0,18.0,49.0,33.0,43.0,0.0,90.0,90.0,False,,False,False,True,False,False
2019 JUL - 2019 DEC,28251,THE HUT.COM LIMITED,05016010,True,66.0,11.0,33.0,56.0,32.0,0.0,90.0,90.0,False,,False,False,True,False,False
2019 JUL - 2019 DEC,28223,KUEHNE + NAGEL LIMITED,01722216,True,45.0,36.0,41.0,23.0,23.0,90.0,,90.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28358,ROLLS-ROYCE POWER ENGINEERING PLC,01305027,True,75.0,13.0,19.0,68.0,14.0,30.0,,75.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28222,KUEHNE + NAGEL DRINKS LOGISTICS LIMITED,05761433,True,67.0,19.0,26.0,55.0,43.0,90.0,,90.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28185,AMEY GROUP SERVICES LIMITED,03744754,True,23.0,76.0,20.0,4.0,30.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28184,AMEY COMMUNITY LIMITED,02564794,True,19.0,71.0,27.0,2.0,23.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28182,ENTERPRISE (AOL) LIMITED,04932529,True,28.0,54.0,43.0,2.0,22.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28180,AMEY UK PLC,04736639,False,,,,,0.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28179,AMEYCESPA (EAST) LIMITED,00958007,True,26.0,73.0,23.0,4.0,20.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28176,AMEY HOLDINGS LIMITED,05438319,False,,,,,0.0,14.0,60.0,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28220,RECKITT BENCKISER (BRANDS) LIMITED,08192386,True,91.0,36.0,22.0,43.0,35.0,30.0,180.0,180.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28398,CANOPIUS SERVICES LIMITED,02733994,True,30.0,75.0,15.0,10.0,16.0,30.0,,60.0,False,,False,True,True,False,False
2019 JUL - 2019 DEC,28409,LEICA BIOSYSTEMS NEWCASTLE LIMITED,02163063,True,67.0,10.0,42.0,48.0,74.0,0.0,90.0,90.0,True,True,False,False,True,False,False
2019 JUL - 2019 DEC,28420,IMTECH INVIRON LIMITED,04956673,True,49.0,35.0,39.0,26.0,2.0,7.0,120.0,120.0,False,,False,False,True,False,False
